name,name_ja,address,video_url,lat,lng
瞞著爹丼飯店,まんちゃくとうどんはんてん,"No. 17號, Alley 9, Lane 346, Section 2, Bade Road, Songshan District, Taipei City, 105",https://www.youtube.com/watch?v=yXAodi3ZobE,,
麺屋牛一鶏骨牛肉麺,めんやぎゅういちとりこつぎゅうにくめん,"106, Taipei City, Da'an District, 敦化南路1段151號1樓",https://www.youtube.com/watch?v=VKc_3dos-B4,,
博多幸龍総本店,はかたこうりゅうそうほんてん,"No. 16號, Lane 366, Section 2, Bade Road, Songshan District, Taipei City, 10552",https://www.youtube.com/watch?v=psU6mutzo_Q,,
阿仁炒飯,あじんしょうはん,"No. 2之4號, Lane 45, Hami Street, Datong District, Taipei City, 10368",https://www.youtube.com/watch?v=n5A04JuF41A,,
成都抄手麺食,せいとしょうてめんしょく,"No. 3, Lane 46, Section 1, Chongqing South Road, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=uiRAHMDhggw,,
窩巷弄,,"No. 11, Alley 1, Lane 78, Section 4, Luosifu Road, Zhongzheng District, Taipei City, 10090",https://www.youtube.com/watch?v=sS8_aCVJHmQ,,
大师兄销魂面铺中山店,大師兄銷魂麺舗中山店,"No. 36號, Lane 42, Section 2, Zhongshan North Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=nU2iPALHcdY,,
老鬼乾麺,ろうおにかんめん,"No. 21號, Lane 93, Section 2, Zhongshan North Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=MyTolmTnYAA,,
劉山東牛肉麺,リュウサントウギュウニクメン,"No. 2號, Lane 14, Section 1, Kaifeng St, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=sKkf9JB-Ya4,,
山内鶏肉,やまうちとりにく,"No. 20-3號, Lane 307, Section 2, Zhonghua Road, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=rhaObivPJGA,,
来来水餃店,ライライ水餃店,"No. 9, Lane 309, Section 2, Zhonghua Road, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=Y4RxTiznlUw,,
幸好没錯過你 Master K,こうこうぼつしゃくごしたあなた マスター ケー,"No. 5, Alley 1, Lane 78, Section 4, Luosifu Road, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=lJwn4pxZe7o,,
老牌牛肉拉麵大王,ろうはいぎゅうにくらーめんたいおう,"No. 7號, Lane 46, Section 1, Chongqing South Road, Zhongzheng District, Taipei City, 100",https://www.youtube.com/watch?v=2FPl9JidKps,,
馬祖麵館,ばそめんかん,"No. 455錦州街, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=xIEDWsjJzqo,,
源本家焼肉火鍋,げんもとややきにくひなべ,"No. 11號, Lane 66, Minsheng West Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=uikKBPqmQP8,,
老麺店,ろうめんてん,"No. 215-8, Section 2, Dihua St, Datong District, Taipei City, 103",https://www.youtube.com/watch?v=sOkdfO-IJvs,,
永康牛肉麵,えいこうぎゅうにくめん,"No. 17號, Lane 31, Section 2, Jinshan South Road, Da'an District, Taipei City, 106",https://www.youtube.com/watch?v=BNgi_wLHrsY,,
甕中伝奇,,"No. 6號, Lane 75, Section 2, Shipai Rd, Beitou District, Taipei City, 112",https://www.youtube.com/watch?v=KjOfz8lfxt8,,
三上咖哩,さんがみかれー,"No. 3號, Lane 19, Section 1, Da'an Road, Da'an District, Taipei City, 106",https://www.youtube.com/watch?v=khVu1ER8GHE,,
一番星拉麵,いちばんせいらーめん,"2樓, 內湖路一段285號 101攤位, Neihu District, Taipei City, 114",https://www.youtube.com/watch?v=srM0hNlzcYA,,
民生炒飯専売店,みんせいしゃおはんせんばいてん,"Lane 27, Section 5, Minsheng East Road, Songshan District, Taipei City, 105",https://www.youtube.com/watch?v=CRZ3j-pu7bY,,
慶城海南鶏飯,けいじょうかいなんとりにく,"No. 8, Lane 16, Qingcheng Street, Songshan District, Taipei City, 105",https://www.youtube.com/watch?v=YEqkn4eU8a8,,
鳳城臘味家,ほうじょうろうみか,"No. 6, Lane 283, Section 3, Luosifu Road, Da'an District, Taipei City, 106",https://www.youtube.com/watch?v=lE8obDENpGE,,
上引水産,じょういんすいさん,"No. 18號, Alley 2, Lane 410, Minzu East Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=vQHfoOoH9xs,,
"原汁排骨湯,高麗菜飯",げんしゅくはいこつとう、こうらいさいはん,"No. 2, Lane 17, Section 3, Yanping North Road, Datong District, Taipei City, 103",https://www.youtube.com/watch?v=PbN_BPl8zJg,,
禚家小館,しょっかしょうかん,"No. 8, Alley 3, Lane 115, Section 2, Zhongshan North Road, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=AJjHJSaIYv4,,
台南滷三塊,台南ルースァンクアイ,"No. 100號, Section 7, Chengde Road, Beitou District, Taipei City, 112",https://www.youtube.com/watch?v=4eYaHEwo-f8,,
雙城街夜市,そうじょうがいやいち,"Shuangshan District, Taipei City, 10491",https://www.youtube.com/watch?v=m4hj9LFAlJ4,,
金旺快炒便当,きんおうかいしょうべんとう,"No. 16號, Lane 70, Section 1, Minquan East Road, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=rl0B4yxBlyA,,
天天利美食坊,テンテンリ美食坊,"108, Taipei City, Wanhua District, 漢中街32巷1號108",https://www.youtube.com/watch?v=njYNCTsBdZo,,
東石鮮蚵大橋頭店,,"103Taipei City Datong District, No. 50, Section 3, Yanping North Road",https://www.youtube.com/watch?v=Op7HiIrTuK4,,
米匠Mi Jian,こめたくみ,"104, Taipei City, Zhongshan District, 中山北路1段140巷3號",https://www.youtube.com/watch?v=tg45HVbok6s,,
橫濱家系拉麵 特濃屋,よこはまかけいらーめん とくのうや,"No. 22, Lane 77, Section 2, Zhongshan North Road, Zhongshan District, Taipei City, 104",https://www.youtube.com/watch?v=hNJI3Iktnek,,
阿山麵店,阿山麵店,"No. 4, Lane 70, Section 1, Minquan East Road, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=S7ETKpA0Odc,,
八方雲集 中山永盛店,はっぽうくもしゅう なかやまえいせいてん,"No. 3號, Lane 30, Jinzhou Street, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=OcqqwUquTVI,,
金仙排骨飯,きんせんはいこつはん,"No. 11, Lane 30, Jinzhou Street, Zhongshan District, Taipei City, 10491",https://www.youtube.com/watch?v=cGK1sLxh1WE,,
